user_id,user_name,gender,target_formality,outfit_id,final_score,suitability_score,compatibility_score,slot,product_id,product_name,brand,price,category,image_url
user_priya_minimalist_f,Priya Sharma,Women,FORMAL_BUSINESS,outfit_2,0.5279,0.1511,0.9997,top,10213479,Yaadleen Women Navy Blue Regular Fit Self Design Casual Shirt,yaadleen,599.0,shirt,http://assets.myntassets.com/assets/images/productimage/2019/7/6/ec1232a0-3712-4390-ac83-222e24c690051562362622816-1.jpg
user_priya_minimalist_f,Priya Sharma,Women,FORMAL_BUSINESS,outfit_2,0.5279,0.1511,0.9997,bottom,10019605,Carlton London Women Navy Blue Flared Solid Bootcut Trousers,carlton london,850.0,trousers,http://assets.myntassets.com/assets/images/10019605/2019/6/18/fe543063-d66d-4867-bcb5-a5b10d35ad9e1560863304287-Carlton-London-Women-Navy-Blue-Flared-Solid-Bootcut-Trousers-1.jpg
user_priya_minimalist_f,Priya Sharma,Women,FORMAL_BUSINESS,outfit_2,0.5279,0.1511,0.9997,shoes,10246059,Inc 5 Women Navy Blue Solid Open Toe Flats,inc 5,696.0,shoes,http://assets.myntassets.com/assets/images/10246059/2019/7/25/907be715-d746-451b-ba1a-ceb6ed17e0f21564053348475-Inc-5-Women-Flats-7631564053344403-1.jpg
user_priya_minimalist_f,Priya Sharma,Women,FORMAL_BUSINESS,outfit_3,0.5278,0.151,0.9997,top,10213479,Yaadleen Women Navy Blue Regular Fit Self Design Casual Shirt,yaadleen,599.0,shirt,http://assets.myntassets.com/assets/images/productimage/2019/7/6/ec1232a0-3712-4390-ac83-222e24c690051562362622816-1.jpg
user_priya_minimalist_f,Priya Sharma,Women,FORMAL_BUSINESS,outfit_3,0.5278,0.151,0.9997,bottom,10019605,Carlton London Women Navy Blue Flared Solid Bootcut Trousers,carlton london,850.0,trousers,http://assets.myntassets.com/assets/images/10019605/2019/6/18/fe543063-d66d-4867-bcb5-a5b10d35ad9e1560863304287-Carlton-London-Women-Navy-Blue-Flared-Solid-Bootcut-Trousers-1.jpg
user_priya_minimalist_f,Priya Sharma,Women,FORMAL_BUSINESS,outfit_3,0.5278,0.151,0.9997,shoes,10246161,Inc 5 Women Navy Blue Textured Open Toe Flats,inc 5,661.0,shoes,http://assets.myntassets.com/assets/images/10246161/2019/7/25/749ab26c-322d-45b3-aa4c-140f4b77eda61564057741350-Inc-5-Women-Flats-1241564057740618-1.jpg
user_priya_minimalist_f,Priya Sharma,Women,FORMAL_BUSINESS,outfit_8,0.5275,0.1507,0.9993,top,10213479,Yaadleen Women Navy Blue Regular Fit Self Design Casual Shirt,yaadleen,599.0,shirt,http://assets.myntassets.com/assets/images/productimage/2019/7/6/ec1232a0-3712-4390-ac83-222e24c690051562362622816-1.jpg
user_priya_minimalist_f,Priya Sharma,Women,FORMAL_BUSINESS,outfit_8,0.5275,0.1507,0.9993,bottom,10206867,W Women Navy Blue Solid Regular Cropped Trousers,w,519.0,trousers,http://assets.myntassets.com/assets/images/10206867/2019/7/16/b7c6d473-c629-4d21-8e4a-0bdb314948691563265382937-W-Women-Navy-Blue-Solid-Regular-Cropped-Trousers-16315632653-1.jpg
user_priya_minimalist_f,Priya Sharma,Women,FORMAL_BUSINESS,outfit_8,0.5275,0.1507,0.9993,shoes,10246059,Inc 5 Women Navy Blue Solid Open Toe Flats,inc 5,696.0,shoes,http://assets.myntassets.com/assets/images/10246059/2019/7/25/907be715-d746-451b-ba1a-ceb6ed17e0f21564053348475-Inc-5-Women-Flats-7631564053344403-1.jpg
user_rohan_streetwear_m,Rohan Verma,Men,STREETWEAR_CASUAL,outfit_5,0.4169,0.3336,0.578,top,10267905,Calvin Klein Jeans Men Black Printed Round Neck T-shirt,calvin klein jeans,1679.0,jeans,http://assets.myntassets.com/assets/images/10267905/2021/3/23/cd142ebc-bd06-4f5a-a50f-9631ed1f51361616473936925-Calvin-Klein-Jeans-Men-Tshirts-2781616473936561-1.jpg
user_rohan_streetwear_m,Rohan Verma,Men,STREETWEAR_CASUAL,outfit_5,0.4169,0.3336,0.578,bottom,10129063,Calvin Klein Jeans Men Black Printed Straight Fit Joggers,calvin klein jeans,4399.0,jeans,http://assets.myntassets.com/assets/images/10129063/2019/7/5/7bcbd971-62f4-4d07-b6c1-f6f4069eb30f1562322747903-Calvin-Klein-Jeans-Men-Track-Pants-571562322746560-1.jpg
user_rohan_streetwear_m,Rohan Verma,Men,STREETWEAR_CASUAL,outfit_5,0.4169,0.3336,0.578,shoes,10252837,PUMA Motorsport Unisex Blue Printed Red Bull Racing Evo Cat II Sneakers,puma motorsport,3999.0,shoes,http://assets.myntassets.com/assets/images/10252837/2019/11/22/829e9ef1-1362-448e-ad32-860859456e831574424859886-Puma-Unisex-Blue-Printed-Red-Bull-Racing-Evo-Cat-II-Sneakers-1.jpg
user_rohan_streetwear_m,Rohan Verma,Men,STREETWEAR_CASUAL,outfit_8,0.3872,0.2943,0.5439,top,10267905,Calvin Klein Jeans Men Black Printed Round Neck T-shirt,calvin klein jeans,1679.0,jeans,http://assets.myntassets.com/assets/images/10267905/2021/3/23/cd142ebc-bd06-4f5a-a50f-9631ed1f51361616473936925-Calvin-Klein-Jeans-Men-Tshirts-2781616473936561-1.jpg
user_rohan_streetwear_m,Rohan Verma,Men,STREETWEAR_CASUAL,outfit_8,0.3872,0.2943,0.5439,bottom,10146723,Indian Terrain Men Navy Blue Slim Fit Mid-Rise Clean Look Jeans,indian terrain,1214.0,jeans,http://assets.myntassets.com/assets/images/10146723/2019/9/23/0627632f-2cd5-4411-8a42-8de0f947b45e1569228836069-Indian-Terrain-Men-Navy-Blue-Slim-Fit-Mid-Rise-Clean-Look-Je-1.jpg
user_rohan_streetwear_m,Rohan Verma,Men,STREETWEAR_CASUAL,outfit_8,0.3872,0.2943,0.5439,shoes,10252837,PUMA Motorsport Unisex Blue Printed Red Bull Racing Evo Cat II Sneakers,puma motorsport,3999.0,shoes,http://assets.myntassets.com/assets/images/10252837/2019/11/22/829e9ef1-1362-448e-ad32-860859456e831574424859886-Puma-Unisex-Blue-Printed-Red-Bull-Racing-Evo-Cat-II-Sneakers-1.jpg
user_rohan_streetwear_m,Rohan Verma,Men,STREETWEAR_CASUAL,outfit_2,0.3835,0.3341,0.5034,top,10267905,Calvin Klein Jeans Men Black Printed Round Neck T-shirt,calvin klein jeans,1679.0,jeans,http://assets.myntassets.com/assets/images/10267905/2021/3/23/cd142ebc-bd06-4f5a-a50f-9631ed1f51361616473936925-Calvin-Klein-Jeans-Men-Tshirts-2781616473936561-1.jpg
user_rohan_streetwear_m,Rohan Verma,Men,STREETWEAR_CASUAL,outfit_2,0.3835,0.3341,0.5034,bottom,10129069,Calvin Klein Jeans Men Black Printed Joggers,calvin klein jeans,4199.0,jeans,http://assets.myntassets.com/assets/images/10129069/2019/7/5/6b3cb64a-dab8-4895-8bfb-382621e68d7a1562314781899-Calvin-Klein-Jeans-Men-Track-Pants-6821562314780836-1.jpg
user_rohan_streetwear_m,Rohan Verma,Men,STREETWEAR_CASUAL,outfit_2,0.3835,0.3341,0.5034,shoes,10252837,PUMA Motorsport Unisex Blue Printed Red Bull Racing Evo Cat II Sneakers,puma motorsport,3999.0,shoes,http://assets.myntassets.com/assets/images/10252837/2019/11/22/829e9ef1-1362-448e-ad32-860859456e831574424859886-Puma-Unisex-Blue-Printed-Red-Bull-Racing-Evo-Cat-II-Sneakers-1.jpg
user_ananya_festive_f,Ananya Roy,Women,ETHNIC_FESTIVE,outfit_5,0.4284,0.2544,0.6753,top,10266001,Jompers Women Mustard Yellow & Navy Blue Solid Kurta with Palazzos,jompers,1999.0,kurta,http://assets.myntassets.com/assets/images/10266001/2019/7/26/3b3edb5e-cdc2-40df-9060-d2ddc68f83c71564142492828-Jompers-Women-Mustard--Navy-Blue-Solid-Kurta-with-Palazzos-3-1.jpg
user_ananya_festive_f,Ananya Roy,Women,ETHNIC_FESTIVE,outfit_5,0.4284,0.2544,0.6753,bottom,10074637,Vishudh Women Coral & Orange Printed Flared Palazzos,vishudh,699.0,other,http://assets.myntassets.com/assets/images/productimage/2019/6/18/88addbf1-5230-4e98-bbe2-3595df17ca981560856904419-1.jpg
user_ananya_festive_f,Ananya Roy,Women,ETHNIC_FESTIVE,outfit_5,0.4284,0.2544,0.6753,shoes,10246029,Inc 5 Women Gold-Toned & Black Solid Open Toe Flats,inc 5,766.0,shoes,http://assets.myntassets.com/assets/images/10246029/2019/7/26/41d38a49-ce9a-45f5-9187-0f34cecc6a301564121431331-Inc-5-Women-Flats-9981564121430283-1.jpg
user_ananya_festive_f,Ananya Roy,Women,ETHNIC_FESTIVE,outfit_8,0.3614,0.2544,0.5264,top,10266001,Jompers Women Mustard Yellow & Navy Blue Solid Kurta with Palazzos,jompers,1999.0,kurta,http://assets.myntassets.com/assets/images/10266001/2019/7/26/3b3edb5e-cdc2-40df-9060-d2ddc68f83c71564142492828-Jompers-Women-Mustard--Navy-Blue-Solid-Kurta-with-Palazzos-3-1.jpg
user_ananya_festive_f,Ananya Roy,Women,ETHNIC_FESTIVE,outfit_8,0.3614,0.2544,0.5264,bottom,10186009,AURELIA Women Green & Golden Printed Wide Leg Palazzos,aurelia,449.0,other,http://assets.myntassets.com/assets/images/10186009/2019/10/23/37a314ba-b923-4605-91a9-50d4ec532e031571831347340-AURELIA-Women-Palazzos-7261571831345851-1.jpg
user_ananya_festive_f,Ananya Roy,Women,ETHNIC_FESTIVE,outfit_8,0.3614,0.2544,0.5264,shoes,10246029,Inc 5 Women Gold-Toned & Black Solid Open Toe Flats,inc 5,766.0,shoes,http://assets.myntassets.com/assets/images/10246029/2019/7/26/41d38a49-ce9a-45f5-9187-0f34cecc6a301564121431331-Inc-5-Women-Flats-9981564121430283-1.jpg
user_ananya_festive_f,Ananya Roy,Women,ETHNIC_FESTIVE,outfit_4,0.3212,0.2547,0.4369,top,10266001,Jompers Women Mustard Yellow & Navy Blue Solid Kurta with Palazzos,jompers,1999.0,kurta,http://assets.myntassets.com/assets/images/10266001/2019/7/26/3b3edb5e-cdc2-40df-9060-d2ddc68f83c71564142492828-Jompers-Women-Mustard--Navy-Blue-Solid-Kurta-with-Palazzos-3-1.jpg
user_ananya_festive_f,Ananya Roy,Women,ETHNIC_FESTIVE,outfit_4,0.3212,0.2547,0.4369,bottom,10074637,Vishudh Women Coral & Orange Printed Flared Palazzos,vishudh,699.0,other,http://assets.myntassets.com/assets/images/productimage/2019/6/18/88addbf1-5230-4e98-bbe2-3595df17ca981560856904419-1.jpg
